StateWellNumber,LatDD,LonDD,Avg_Fl,chtexture_texcl,Well_Depth,slope_l,slope_r,slope_h,elev_l,elev_r,elev_h,sandtotal_l,sandtotal_r,sandtotal_h,claytotal_l,claytotal_r,claytotal_h,om_l,om_r,om_h,ksat_l,ksat_r,ksat_h,awc_l,awc_r,awc_h,wsatiated_l,wsatiated_r,wsatiated_h,ll_l,ll_r,ll_h,pi_l,pi_r,pi_h,kwfact,kffact,ec_l,ec_r,ec_h,ph_l,ph_r,ph_h,PPT,Tmean,Aquifer,FN_ID
4612902,31.765556,-103.505278,1.81,Fine sandy loam,285,1,3,5,686,800,914,0,59.299999,0,5,17,18,0.5,0.75,1,4,9,14,0.12,0.15,0.17,0,41,0,20,30,40,5,12.5,20,0.32,0.32,0,1,2,7.4,7.9,8.4,306.296997,18.43,Dockum,709
4613403,31.823611,-103.481111,1.17,Fine sandy loam,330,0,3,5,610,801,991,0,63.099998,0,3,10.5,18,0.1,0.3,0.5,42,92,141,0.09,0.11,0.13,0,34,0,15,20,25,0,3.5,7,0.2,0.32,0,1,2,6.6,7.5,8.4,312.440887,18.239899,Dockum,757
4613601,31.802778,-103.401945,1.96,Fine sandy loam,365,1,3,5,686,800,914,0,59.299999,0,5,17,18,0.5,0.75,1,4,9,14,0.12,0.15,0.17,0,41,0,20,30,40,5,12.5,20,0.32,0.32,0,1,2,7.4,7.9,8.4,309.609985,18.199999,Dockum,758
4613901,31.785,-103.409722,1.35,Fine sandy loam,200,1,3,5,686,800,914,0,59.299999,0,5,17,18,0.5,0.75,1,4,9,14,0.12,0.15,0.17,0,41,0,20,30,40,5,12.5,20,0.32,0.32,0,1,2,7.4,7.9,8.4,309.028992,18.199999,Dockum,758
4616101,31.847242,-103.1025,0.574,Fine sandy loam,405,1,3,5,686,800,914,0,59.299999,0,5,17,18,0.5,0.75,1,4,9,14,0.12,0.15,0.17,0,41,0,20,30,40,5,12.5,20,0.32,0.32,0,1,2,7.4,7.9,8.4,305.363892,18.359999,Dockum,762
4616114,31.866112,-103.097222,1.63,Fine sandy loam,273,1,3,5,610,801,991,0,66.900002,0,8,13,18,0.1,0.3,0.5,14,28,42,0.08,0.11,0.14,0,43,0,16,20.5,25,0,3.5,7,0.28,0.28,0,1,2,6.6,7.5,8.4,307.483002,18.289999,Dockum,809
4616128,31.847778,-103.093056,0.723333,Fine sandy loam,525,1,3,5,610,801,991,0,66.900002,0,8,13,18,0.1,0.3,0.5,14,28,42,0.08,0.11,0.14,0,43,0,16,20.5,25,0,3.5,7,0.28,0.28,0,1,2,6.6,7.5,8.4,306.755005,18.359999,Dockum,762
4616201,31.855872,-103.079858,0.98,Fine sandy loam,393,1,3,5,610,801,991,0,66.900002,0,8,13,18,0.1,0.3,0.5,14,28,42,0.08,0.11,0.14,0,43,0,16,20.5,25,0,3.5,7,0.28,0.28,0,1,2,6.6,7.5,8.4,309.013,18.289999,Dockum,762
4623701,31.659075,-103.237894,1.746667,Fine sandy loam,160,1,3,5,686,800,914,0,59.299999,0,5,17,18,0.5,0.75,1,4,9,14,0.12,0.15,0.17,0,41,0,20,30,40,5,12.5,20,0.32,0.32,0,1,2,7.4,7.9,8.4,305.561981,18.609999,Dockum,666
4629302,31.623333,-103.402223,0.633333,Fine sandy loam,176,0,2,3,1219,1311,1402,0,62.5,0,5,11.5,18,1,1.5,2,14,28,42,0.11,0.13,0.15,0,42,0,15,20,25,0,5,10,0.32,0.32,0,0.5,1,7.4,7.6,7.8,305.582001,18.629999,Dockum,617
4630101,31.585834,-103.352501,0.46,Fine sandy loam,235,1,3,4,610,801,991,0,63.099998,0,3,10.5,18,0.1,0.3,0.5,42,92,141,0.09,0.11,0.13,0,34,0,15,20,25,0,3.5,7,0.2,0.32,0,1,2,6.6,7.5,8.4,307.746002,18.59,Dockum,618
4630801,31.502778,-103.295,0.53,Loam,161,1,5,8,686,953,1219,0,45.299999,0,5,11.5,18,0.5,0.75,1,14,28,42,0.06,0.09,0.12,0,29,0,18,29,40,3,11.5,20,0.2,0.49,0,1,2,7.9,8.2,8.4,312.273987,18.629999,Dockum,571
4631702,31.502583,-103.233333,1.102,Loam,160,1,5,8,686,953,1219,0,45.299999,0,5,11.5,18,0.5,0.75,1,14,28,42,0.06,0.09,0.12,0,29,0,18,29,40,3,11.5,20,0.2,0.49,0,1,2,7.9,8.2,8.4,318.386993,18.67,Dockum,572
4638102,31.471389,-103.339722,1.49,Fine sandy loam,117,0,2,3,1219,1311,1402,0,62.5,0,5,11.5,18,1,1.5,2,14,28,42,0.11,0.13,0.15,0,42,0,15,20,25,0,5,10,0.32,0.32,0,0.5,1,7.4,7.6,7.8,304.662994,18.73,Dockum,524
4638204,31.477778,-103.324167,0.66,Loam,120,1,5,8,686,953,1219,0,45.299999,0,5,11.5,18,0.5,0.75,1,14,28,42,0.06,0.09,0.12,0,29,0,18,29,40,3,11.5,20,0.2,0.49,0,1,2,7.9,8.2,8.4,307.095001,18.73,Dockum,524
4639104,31.498889,-103.224167,0.57,Loam,164,1,5,8,686,953,1219,0,45.299999,0,5,11.5,18,0.5,0.75,1,14,28,42,0.06,0.09,0.12,0,29,0,18,29,40,3,11.5,20,0.2,0.49,0,1,2,7.9,8.2,8.4,319.266998,18.709999,Dockum,572
4646201,31.353889,-103.331944,0.98,Sandy loam,187,5,8,12,762,1067,1372,0,65.099998,0,5,16,27,0.1,0.3,0.5,4,9,14,0.05,0.09,0.12,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.9,8.5,9,301.673981,18.739899,Dockum,477
4646204,31.357223,-103.328611,0.66,Sandy loam,200,5,8,12,762,1067,1372,0,65.099998,0,5,16,27,0.1,0.3,0.5,4,9,14,0.05,0.09,0.12,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.9,8.5,9,302.737,18.77,Dockum,477
4646208,31.345834,-103.299445,1.33,Sandy loam,160,5,8,12,762,1067,1372,0,65.099998,0,5,16,27,0.1,0.3,0.5,4,9,14,0.05,0.09,0.12,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.9,8.5,9,306.414978,18.73,Dockum,430
4646210,31.345834,-103.299167,0.97,Sandy loam,173,5,8,12,762,1067,1372,0,65.099998,0,5,16,27,0.1,0.3,0.5,4,9,14,0.05,0.09,0.12,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.9,8.5,9,306.414978,18.73,Dockum,430
4646218,31.337222,-103.299167,1.235,Sandy loam,242,5,8,12,762,1067,1372,0,65.099998,0,5,16,27,0.1,0.3,0.5,4,9,14,0.05,0.09,0.12,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.9,8.5,9,306.501984,18.73,Dockum,430
4646301,31.339445,-103.286389,1.43,Sandy loam,223,5,8,12,762,1067,1372,0,65.099998,0,5,16,27,0.1,0.3,0.5,4,9,14,0.05,0.09,0.12,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.9,8.5,9,308.722992,18.73,Dockum,430
4646502,31.305834,-103.317222,1.56,Silty clay loam,190,0,2,3,914,1295,1676,0,26.200001,0,26,30.5,35,0.1,0.3,0.5,1.4,2.7,4,0.16,0.19,0.21,0,43,0,35,37.5,40,15,17.5,20,0.43,0.43,2,3,4,7.9,8.2,8.4,305.257996,18.709999,Dockum,430
4646601,31.332222,-103.290278,0.96,Sandy loam,252,5,8,12,762,1067,1372,0,65.099998,0,5,16,27,0.1,0.3,0.5,4,9,14,0.05,0.09,0.12,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.9,8.5,9,307.592987,18.73,Dockum,430
4646602,31.325,-103.275555,1.38,Sandy loam,208,5,8,12,762,1067,1372,0,65.099998,0,5,16,27,0.1,0.3,0.5,4,9,14,0.05,0.09,0.12,0,17,0,15,22.5,30,0,3.5,7,0.1,0.24,0,1,2,7.9,8.5,9,309.807007,18.73,Dockum,431
4654303,31.237222,-103.271667,1.12,Silty clay loam,357,0,2,3,914,1295,1676,0,26.200001,0,26,30.5,35,0.1,0.3,0.5,1.4,2.7,4,0.16,0.19,0.21,0,43,0,35,37.5,40,15,17.5,20,0.43,0.43,2,3,4,7.9,8.2,8.4,312.915985,18.709999,Dockum,384
4654304,31.239167,-103.284722,0.83,Silty clay loam,350,0,2,3,914,1295,1676,0,26.200001,0,26,30.5,35,0.1,0.3,0.5,1.4,2.7,4,0.16,0.19,0.21,0,43,0,35,37.5,40,15,17.5,20,0.43,0.43,2,3,4,7.9,8.2,8.4,311.794006,18.709999,Dockum,384
